City,Date,Holiday,Weather,Flavor,Weight
ATERET,22/10/2021,FALSE,pleasant,chocolate,high
ANIAM,22/10/2021,FALSE,pleasant,oreo,high
ALMAGOR,22/10/2021,FALSE,pleasant,strawberry,high
ATERET,22/10/2021,FALSE,pleasant,strawberry,high
BAR GIYYORA,22/10/2021,FALSE,pleasant,strawberry,high
ATERET,22/10/2021,FALSE,pleasant,oreo,high
ASERET,22/10/2021,FALSE,pleasant,oreo,high
ADDIRIM,22/10/2021,FALSE,pleasant,chocolate,high
AMIRIM,22/10/2021,FALSE,pleasant,chocolate,high
AMIRIM,22/10/2021,FALSE,pleasant,oreo,high
ABU QUREINAT,22/10/2021,FALSE,pleasant,strawberry,high
ABU QUREINAT,23/10/2021,FALSE,pleasant,strawberry,high
BAR GIYYORA,23/10/2021,FALSE,pleasant,berries,high
ALUMMOT,23/10/2021,FALSE,pleasant,vanilla,high
AFEQ,23/10/2021,FALSE,pleasant,vanilla,high
AMNUN,23/10/2021,FALSE,pleasant,berries,high
ATERET,23/10/2021,FALSE,pleasant,chocolate,high
ATERET,24/10/2021,FALSE,pleasant,vanilla,moderate
ABU QUREINAT,24/10/2021,FALSE,pleasant,oreo,moderate
ATERET,24/10/2021,FALSE,pleasant,berries,moderate
ASERET,24/10/2021,FALSE,pleasant,chocolate,moderate
ALUMMOT,24/10/2021,FALSE,pleasant,strawberry,moderate
BAR GIYYORA,24/10/2021,FALSE,pleasant,berries,moderate
ATERET,24/10/2021,FALSE,pleasant,oreo,moderate
BAR GIYYORA,24/10/2021,FALSE,pleasant,vanilla,moderate
AMMIAD,25/10/2021,FALSE,pleasant,berries,moderate
ARSUF,25/10/2021,FALSE,pleasant,berries,moderate
ALMAGOR,25/10/2021,FALSE,pleasant,oreo,moderate
ASHDOD,25/10/2021,FALSE,pleasant,berries,moderate
ASERET,25/10/2021,FALSE,pleasant,oreo,moderate
ATERET,25/10/2021,FALSE,pleasant,strawberry,moderate
BAR GIYYORA,25/10/2021,FALSE,pleasant,oreo,moderate
ALMAGOR,25/10/2021,FALSE,pleasant,oreo,moderate
ALMAGOR,25/10/2021,FALSE,pleasant,berries,moderate
AZOR,26/10/2021,FALSE,pleasant,berries,moderate
AHUZZAM,26/10/2021,FALSE,pleasant,chocolate,moderate
AMNUN,26/10/2021,FALSE,pleasant,chocolate,moderate
ANIAM,26/10/2021,FALSE,pleasant,vanilla,moderate
AMMIAD,26/10/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,26/10/2021,FALSE,pleasant,vanilla,moderate
ANIAM,27/10/2021,FALSE,pleasant,chocolate,moderate
ATERET,27/10/2021,FALSE,pleasant,berries,moderate
ALLONIM,27/10/2021,FALSE,pleasant,oreo,moderate
ARSUF,27/10/2021,FALSE,pleasant,strawberry,moderate
ATERET,27/10/2021,FALSE,pleasant,chocolate,moderate
BAR GIYYORA,27/10/2021,FALSE,pleasant,strawberry,moderate
ALLON HAGALIL,27/10/2021,FALSE,pleasant,vanilla,moderate
BAR GIYYORA,27/10/2021,FALSE,pleasant,berries,moderate
ATERET,27/10/2021,FALSE,pleasant,vanilla,moderate
AMMIAD,27/10/2021,FALSE,pleasant,chocolate,moderate
BAHAN,27/10/2021,FALSE,pleasant,oreo,moderate
ALUMMOT,27/10/2021,FALSE,pleasant,chocolate,moderate
ALUMMOT,28/10/2021,FALSE,pleasant,vanilla,high
ALLONIM,28/10/2021,FALSE,pleasant,oreo,high
BAR GIYYORA,28/10/2021,FALSE,pleasant,oreo,high
ASHDOD,28/10/2021,FALSE,pleasant,berries,high
ATERET,28/10/2021,FALSE,pleasant,strawberry,high
ALUMMOT,28/10/2021,FALSE,pleasant,berries,high
ABU QUREINAT,28/10/2021,FALSE,pleasant,vanilla,high
AVDON,28/10/2021,FALSE,pleasant,strawberry,high
ANIAM,28/10/2021,FALSE,pleasant,chocolate,high
ABU QUREINAT,28/10/2021,FALSE,pleasant,berries,high
AMIRIM,28/10/2021,FALSE,pleasant,strawberry,high
ATERET,28/10/2021,FALSE,pleasant,strawberry,high
ALUMMOT,28/10/2021,FALSE,pleasant,strawberry,high
ABU QUREINAT,28/10/2021,FALSE,pleasant,strawberry,high
ALMOG,29/10/2021,FALSE,pleasant,vanilla,high
ALLON HAGALIL,29/10/2021,FALSE,pleasant,berries,high
ALMAGOR,29/10/2021,FALSE,pleasant,vanilla,high
AMMIAD,29/10/2021,FALSE,pleasant,vanilla,high
ALUMMOT,29/10/2021,FALSE,pleasant,strawberry,high
AFIQ,29/10/2021,FALSE,pleasant,vanilla,high
ANIAM,29/10/2021,FALSE,pleasant,oreo,high
ASHDOD,29/10/2021,FALSE,pleasant,oreo,high
ALUMMOT,29/10/2021,FALSE,pleasant,strawberry,high
AHUZZAM,30/10/2021,FALSE,pleasant,berries,high
ALMAGOR,30/10/2021,FALSE,pleasant,oreo,high
AMUQQA,30/10/2021,FALSE,pleasant,vanilla,high
ADORA,30/10/2021,FALSE,pleasant,strawberry,high
ABU TULUL,30/10/2021,FALSE,pleasant,oreo,high
ALMAGOR,30/10/2021,FALSE,pleasant,chocolate,high
ALMAGOR,30/10/2021,FALSE,pleasant,vanilla,high
AFULA,31/10/2021,FALSE,pleasant,strawberry,moderate
ANIAM,31/10/2021,FALSE,pleasant,strawberry,moderate
ALUMMOT,31/10/2021,FALSE,pleasant,chocolate,moderate
ABU QUREINAT,31/10/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,31/10/2021,FALSE,pleasant,strawberry,moderate
ASHDOD,31/10/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,01/11/2021,FALSE,pleasant,chocolate,moderate
ARRABE,01/11/2021,FALSE,pleasant,vanilla,moderate
AMNUN,01/11/2021,FALSE,pleasant,strawberry,moderate
ASHDOD,01/11/2021,FALSE,pleasant,berries,moderate
AMMIQAM,01/11/2021,FALSE,pleasant,vanilla,moderate
ATERET,01/11/2021,FALSE,pleasant,oreo,moderate
AZRIQAM,01/11/2021,FALSE,pleasant,vanilla,moderate
ATERET,02/11/2021,FALSE,pleasant,chocolate,moderate
ALMAGOR,02/11/2021,FALSE,pleasant,chocolate,moderate
AVENAT,02/11/2021,FALSE,pleasant,oreo,moderate
BAR GIYYORA,02/11/2021,FALSE,pleasant,vanilla,moderate
ATERET,02/11/2021,FALSE,pleasant,oreo,moderate
ALUMMOT,02/11/2021,FALSE,pleasant,berries,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,berries,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,oreo,moderate
AMMIAD,02/11/2021,FALSE,pleasant,strawberry,moderate
AMMIAD,02/11/2021,FALSE,pleasant,strawberry,moderate
AVNE HEFEZ,02/11/2021,FALSE,pleasant,vanilla,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,strawberry,moderate
ABU QUREINAT,02/11/2021,FALSE,pleasant,strawberry,moderate
ABBIRIM,02/11/2021,FALSE,pleasant,chocolate,moderate
ABBIRIM,02/11/2021,FALSE,pleasant,vanilla,moderate
ABBIRIM,02/11/2021,FALSE,pleasant,oreo,moderate
ABBIRIM,02/11/2021,FALSE,pleasant,strawberry,moderate
ABBIRIM,02/11/2021,FALSE,pleasant,berries,moderate
ABU GHOSH,02/11/2021,FALSE,pleasant,chocolate,moderate
ABU GHOSH,02/11/2021,FALSE,pleasant,vanilla,moderate
ABU GHOSH,02/11/2021,FALSE,pleasant,oreo,moderate
ABU GHOSH,02/11/2021,FALSE,pleasant,strawberry,moderate
ABU GHOSH,02/11/2021,FALSE,pleasant,berries,moderate
ABU QUREINAT,02/11/2021,FALSE,pleasant,chocolate,moderate
ABU QUREINAT,02/11/2021,FALSE,pleasant,vanilla,moderate
ABU QUREINAT,02/11/2021,FALSE,pleasant,oreo,moderate
ABU QUREINAT,02/11/2021,FALSE,pleasant,strawberry,moderate
ABU QUREINAT,02/11/2021,FALSE,pleasant,berries,moderate
ABU SINAN,02/11/2021,FALSE,pleasant,chocolate,moderate
ABU SINAN,02/11/2021,FALSE,pleasant,vanilla,moderate
ABU SINAN,02/11/2021,FALSE,pleasant,oreo,moderate
ABU SINAN,02/11/2021,FALSE,pleasant,strawberry,moderate
ABU SINAN,02/11/2021,FALSE,pleasant,berries,moderate
ABU TULUL,02/11/2021,FALSE,pleasant,chocolate,moderate
ABU TULUL,02/11/2021,FALSE,pleasant,vanilla,moderate
ABU TULUL,02/11/2021,FALSE,pleasant,oreo,moderate
ABU TULUL,02/11/2021,FALSE,pleasant,strawberry,moderate
ABU TULUL,02/11/2021,FALSE,pleasant,berries,moderate
ADAMIT,02/11/2021,FALSE,pleasant,chocolate,moderate
ADAMIT,02/11/2021,FALSE,pleasant,vanilla,moderate
ADAMIT,02/11/2021,FALSE,pleasant,oreo,moderate
ADAMIT,02/11/2021,FALSE,pleasant,strawberry,moderate
ADAMIT,02/11/2021,FALSE,pleasant,berries,moderate
ADANIM,02/11/2021,FALSE,pleasant,chocolate,moderate
ADANIM,02/11/2021,FALSE,pleasant,vanilla,moderate
ADANIM,02/11/2021,FALSE,pleasant,oreo,moderate
ADANIM,02/11/2021,FALSE,pleasant,strawberry,moderate
ADANIM,02/11/2021,FALSE,pleasant,berries,moderate
ADDERET,02/11/2021,FALSE,pleasant,chocolate,moderate
ADDERET,02/11/2021,FALSE,pleasant,vanilla,moderate
ADDERET,02/11/2021,FALSE,pleasant,oreo,moderate
ADDERET,02/11/2021,FALSE,pleasant,strawberry,moderate
ADDERET,02/11/2021,FALSE,pleasant,berries,moderate
ADDIRIM,02/11/2021,FALSE,pleasant,chocolate,moderate
ADDIRIM,02/11/2021,FALSE,pleasant,vanilla,moderate
ADDIRIM,02/11/2021,FALSE,pleasant,oreo,moderate
ADDIRIM,02/11/2021,FALSE,pleasant,strawberry,moderate
ADDIRIM,02/11/2021,FALSE,pleasant,berries,moderate
ADI,02/11/2021,FALSE,pleasant,chocolate,moderate
ADI,02/11/2021,FALSE,pleasant,vanilla,moderate
ADI,02/11/2021,FALSE,pleasant,oreo,moderate
ADI,02/11/2021,FALSE,pleasant,strawberry,moderate
ADI,02/11/2021,FALSE,pleasant,berries,moderate
ADORA,02/11/2021,FALSE,pleasant,chocolate,moderate
ADORA,02/11/2021,FALSE,pleasant,vanilla,moderate
ADORA,02/11/2021,FALSE,pleasant,oreo,moderate
ADORA,02/11/2021,FALSE,pleasant,strawberry,moderate
ADORA,02/11/2021,FALSE,pleasant,berries,moderate
AFEQ,02/11/2021,FALSE,pleasant,chocolate,moderate
AFEQ,02/11/2021,FALSE,pleasant,vanilla,moderate
AFEQ,02/11/2021,FALSE,pleasant,oreo,moderate
AFEQ,02/11/2021,FALSE,pleasant,strawberry,moderate
AFEQ,02/11/2021,FALSE,pleasant,berries,moderate
AFIQ,02/11/2021,FALSE,pleasant,chocolate,moderate
AFIQ,02/11/2021,FALSE,pleasant,vanilla,moderate
AFIQ,02/11/2021,FALSE,pleasant,oreo,moderate
AFIQ,02/11/2021,FALSE,pleasant,strawberry,moderate
AFIQ,02/11/2021,FALSE,pleasant,berries,moderate
AFIQIM,02/11/2021,FALSE,pleasant,chocolate,moderate
AFIQIM,02/11/2021,FALSE,pleasant,vanilla,moderate
AFIQIM,02/11/2021,FALSE,pleasant,oreo,moderate
AFIQIM,02/11/2021,FALSE,pleasant,strawberry,moderate
AFIQIM,02/11/2021,FALSE,pleasant,berries,moderate
AFULA,02/11/2021,FALSE,pleasant,chocolate,moderate
AFULA,02/11/2021,FALSE,pleasant,vanilla,moderate
AFULA,02/11/2021,FALSE,pleasant,oreo,moderate
AFULA,02/11/2021,FALSE,pleasant,strawberry,moderate
AFULA,02/11/2021,FALSE,pleasant,berries,moderate
AGUR,02/11/2021,FALSE,pleasant,chocolate,moderate
AGUR,02/11/2021,FALSE,pleasant,vanilla,moderate
AGUR,02/11/2021,FALSE,pleasant,oreo,moderate
AGUR,02/11/2021,FALSE,pleasant,strawberry,moderate
AGUR,02/11/2021,FALSE,pleasant,berries,moderate
AHAWA,02/11/2021,FALSE,pleasant,chocolate,moderate
AHAWA,02/11/2021,FALSE,pleasant,vanilla,moderate
AHAWA,02/11/2021,FALSE,pleasant,oreo,moderate
AHAWA,02/11/2021,FALSE,pleasant,strawberry,moderate
AHAWA,02/11/2021,FALSE,pleasant,berries,moderate
AHIEZER,02/11/2021,FALSE,pleasant,chocolate,moderate
AHIEZER,02/11/2021,FALSE,pleasant,vanilla,moderate
AHIEZER,02/11/2021,FALSE,pleasant,oreo,moderate
AHIEZER,02/11/2021,FALSE,pleasant,strawberry,moderate
AHIEZER,02/11/2021,FALSE,pleasant,berries,moderate
AHIHUD,02/11/2021,FALSE,pleasant,chocolate,moderate
AHIHUD,02/11/2021,FALSE,pleasant,vanilla,moderate
AHIHUD,02/11/2021,FALSE,pleasant,oreo,moderate
AHIHUD,02/11/2021,FALSE,pleasant,strawberry,moderate
AHIHUD,02/11/2021,FALSE,pleasant,berries,moderate
AHISAMAKH,02/11/2021,FALSE,pleasant,chocolate,moderate
AHISAMAKH,02/11/2021,FALSE,pleasant,vanilla,moderate
AHISAMAKH,02/11/2021,FALSE,pleasant,oreo,moderate
AHISAMAKH,02/11/2021,FALSE,pleasant,strawberry,moderate
AHISAMAKH,02/11/2021,FALSE,pleasant,berries,moderate
AHITUV,02/11/2021,FALSE,pleasant,chocolate,moderate
AHITUV,02/11/2021,FALSE,pleasant,vanilla,moderate
AHITUV,02/11/2021,FALSE,pleasant,oreo,moderate
AHITUV,02/11/2021,FALSE,pleasant,strawberry,moderate
AHITUV,02/11/2021,FALSE,pleasant,berries,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,chocolate,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,vanilla,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,oreo,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,strawberry,moderate
AHUZZAM,02/11/2021,FALSE,pleasant,berries,moderate
AHUZZAT BARAQ,02/11/2021,FALSE,pleasant,chocolate,moderate
AHUZZAT BARAQ,02/11/2021,FALSE,pleasant,vanilla,moderate
AHUZZAT BARAQ,02/11/2021,FALSE,pleasant,oreo,moderate
AHUZZAT BARAQ,02/11/2021,FALSE,pleasant,strawberry,moderate
AHUZZAT BARAQ,02/11/2021,FALSE,pleasant,berries,moderate
AKKO,02/11/2021,FALSE,pleasant,chocolate,moderate
AKKO,02/11/2021,FALSE,pleasant,vanilla,moderate
AKKO,02/11/2021,FALSE,pleasant,oreo,moderate
AKKO,02/11/2021,FALSE,pleasant,strawberry,moderate
AKKO,02/11/2021,FALSE,pleasant,berries,moderate
AL SAYYID,02/11/2021,FALSE,pleasant,chocolate,moderate
AL SAYYID,02/11/2021,FALSE,pleasant,vanilla,moderate
AL SAYYID,02/11/2021,FALSE,pleasant,oreo,moderate
AL SAYYID,02/11/2021,FALSE,pleasant,strawberry,moderate
AL SAYYID,02/11/2021,FALSE,pleasant,berries,moderate
AL-ARYAN,02/11/2021,FALSE,pleasant,chocolate,moderate
AL-ARYAN,02/11/2021,FALSE,pleasant,vanilla,moderate
AL-ARYAN,02/11/2021,FALSE,pleasant,oreo,moderate
AL-ARYAN,02/11/2021,FALSE,pleasant,strawberry,moderate
AL-ARYAN,02/11/2021,FALSE,pleasant,berries,moderate
AL-AZY,02/11/2021,FALSE,pleasant,chocolate,moderate
AL-AZY,02/11/2021,FALSE,pleasant,vanilla,moderate
AL-AZY,02/11/2021,FALSE,pleasant,oreo,moderate
AL-AZY,02/11/2021,FALSE,pleasant,strawberry,moderate
AL-AZY,02/11/2021,FALSE,pleasant,berries,moderate
ALE ZAHAV,02/11/2021,FALSE,pleasant,chocolate,moderate
ALE ZAHAV,02/11/2021,FALSE,pleasant,vanilla,moderate
ALE ZAHAV,02/11/2021,FALSE,pleasant,oreo,moderate
ALE ZAHAV,02/11/2021,FALSE,pleasant,strawberry,moderate
ALE ZAHAV,02/11/2021,FALSE,pleasant,berries,moderate
ALFE MENASHE,02/11/2021,FALSE,pleasant,chocolate,moderate
ALFE MENASHE,02/11/2021,FALSE,pleasant,vanilla,moderate
ALFE MENASHE,02/11/2021,FALSE,pleasant,oreo,moderate
ALFE MENASHE,02/11/2021,FALSE,pleasant,strawberry,moderate
ALFE MENASHE,02/11/2021,FALSE,pleasant,berries,moderate
ALLON HAGALIL,02/11/2021,FALSE,pleasant,chocolate,moderate
ALLON HAGALIL,02/11/2021,FALSE,pleasant,vanilla,moderate
ALLON HAGALIL,02/11/2021,FALSE,pleasant,oreo,moderate
ALLON HAGALIL,02/11/2021,FALSE,pleasant,strawberry,moderate
ALLON HAGALIL,02/11/2021,FALSE,pleasant,berries,moderate
ALLON SHEVUT,02/11/2021,FALSE,pleasant,chocolate,moderate
ALLON SHEVUT,02/11/2021,FALSE,pleasant,vanilla,moderate
ALLON SHEVUT,02/11/2021,FALSE,pleasant,oreo,moderate
ALLON SHEVUT,02/11/2021,FALSE,pleasant,strawberry,moderate
ALLON SHEVUT,02/11/2021,FALSE,pleasant,berries,moderate
ALLONE ABBA,02/11/2021,FALSE,pleasant,chocolate,moderate
ALLONE ABBA,02/11/2021,FALSE,pleasant,vanilla,moderate
ALLONE ABBA,02/11/2021,FALSE,pleasant,oreo,moderate
ALLONE ABBA,02/11/2021,FALSE,pleasant,strawberry,moderate
ALLONE ABBA,02/11/2021,FALSE,pleasant,berries,moderate
ALLONE HABASHAN,02/11/2021,FALSE,pleasant,chocolate,moderate
ALLONE HABASHAN,02/11/2021,FALSE,pleasant,vanilla,moderate
ALLONE HABASHAN,02/11/2021,FALSE,pleasant,oreo,moderate
ALLONE HABASHAN,02/11/2021,FALSE,pleasant,strawberry,moderate
ALLONE HABASHAN,02/11/2021,FALSE,pleasant,berries,moderate
ALLONE YIZHAQ,02/11/2021,FALSE,pleasant,chocolate,moderate
ALLONE YIZHAQ,02/11/2021,FALSE,pleasant,vanilla,moderate
ALLONE YIZHAQ,02/11/2021,FALSE,pleasant,oreo,moderate
ALLONE YIZHAQ,02/11/2021,FALSE,pleasant,strawberry,moderate
ALLONE YIZHAQ,02/11/2021,FALSE,pleasant,berries,moderate
ALLONIM,02/11/2021,FALSE,pleasant,chocolate,moderate
ALLONIM,02/11/2021,FALSE,pleasant,vanilla,moderate
ALLONIM,02/11/2021,FALSE,pleasant,oreo,moderate
ALLONIM,02/11/2021,FALSE,pleasant,strawberry,moderate
ALLONIM,02/11/2021,FALSE,pleasant,berries,moderate
ALMA,02/11/2021,FALSE,pleasant,chocolate,moderate
ALMA,02/11/2021,FALSE,pleasant,vanilla,moderate
ALMA,02/11/2021,FALSE,pleasant,oreo,moderate
ALMA,02/11/2021,FALSE,pleasant,strawberry,moderate
ALMA,02/11/2021,FALSE,pleasant,berries,moderate
ALMAGOR,02/11/2021,FALSE,pleasant,chocolate,moderate
ALMAGOR,02/11/2021,FALSE,pleasant,vanilla,moderate
ALMAGOR,02/11/2021,FALSE,pleasant,oreo,moderate
ALMAGOR,02/11/2021,FALSE,pleasant,strawberry,moderate
ALMAGOR,02/11/2021,FALSE,pleasant,berries,moderate
ALMOG,02/11/2021,FALSE,pleasant,chocolate,moderate
ALMOG,02/11/2021,FALSE,pleasant,vanilla,moderate
ALMOG,02/11/2021,FALSE,pleasant,oreo,moderate
ALMOG,02/11/2021,FALSE,pleasant,strawberry,moderate
ALMOG,02/11/2021,FALSE,pleasant,berries,moderate
ALMON,02/11/2021,FALSE,pleasant,chocolate,moderate
ALMON,02/11/2021,FALSE,pleasant,vanilla,moderate
ALMON,02/11/2021,FALSE,pleasant,oreo,moderate
ALMON,02/11/2021,FALSE,pleasant,strawberry,moderate
ALMON,02/11/2021,FALSE,pleasant,berries,moderate
ALUMIM,02/11/2021,FALSE,pleasant,chocolate,moderate
ALUMIM,02/11/2021,FALSE,pleasant,vanilla,moderate
ALUMIM,02/11/2021,FALSE,pleasant,oreo,moderate
ALUMIM,02/11/2021,FALSE,pleasant,strawberry,moderate
ALUMIM,02/11/2021,FALSE,pleasant,berries,moderate
ALUMMA,02/11/2021,FALSE,pleasant,chocolate,moderate
ALUMMA,02/11/2021,FALSE,pleasant,vanilla,moderate
ALUMMA,02/11/2021,FALSE,pleasant,oreo,moderate
ALUMMA,02/11/2021,FALSE,pleasant,strawberry,moderate
ALUMMA,02/11/2021,FALSE,pleasant,berries,moderate
ALUMMOT,02/11/2021,FALSE,pleasant,chocolate,moderate
ALUMMOT,02/11/2021,FALSE,pleasant,vanilla,moderate
ALUMMOT,02/11/2021,FALSE,pleasant,oreo,moderate
ALUMMOT,02/11/2021,FALSE,pleasant,strawberry,moderate
ALUMMOT,02/11/2021,FALSE,pleasant,berries,moderate
AMAZYA,02/11/2021,FALSE,pleasant,chocolate,moderate
AMAZYA,02/11/2021,FALSE,pleasant,vanilla,moderate
AMAZYA,02/11/2021,FALSE,pleasant,oreo,moderate
AMAZYA,02/11/2021,FALSE,pleasant,strawberry,moderate
AMAZYA,02/11/2021,FALSE,pleasant,berries,moderate
AMIR,02/11/2021,FALSE,pleasant,chocolate,moderate
AMIR,02/11/2021,FALSE,pleasant,vanilla,moderate
AMIR,02/11/2021,FALSE,pleasant,oreo,moderate
AMIR,02/11/2021,FALSE,pleasant,strawberry,moderate
AMIR,02/11/2021,FALSE,pleasant,berries,moderate
AMIRIM,02/11/2021,FALSE,pleasant,chocolate,moderate
AMIRIM,02/11/2021,FALSE,pleasant,vanilla,moderate
AMIRIM,02/11/2021,FALSE,pleasant,oreo,moderate
AMIRIM,02/11/2021,FALSE,pleasant,strawberry,moderate
AMIRIM,02/11/2021,FALSE,pleasant,berries,moderate
AMMIAD,02/11/2021,FALSE,pleasant,chocolate,moderate
AMMIAD,02/11/2021,FALSE,pleasant,vanilla,moderate
AMMIAD,02/11/2021,FALSE,pleasant,oreo,moderate
AMMIAD,02/11/2021,FALSE,pleasant,strawberry,moderate
AMMIAD,02/11/2021,FALSE,pleasant,berries,moderate
AMMIHAY,02/11/2021,FALSE,pleasant,chocolate,moderate
AMMIHAY,02/11/2021,FALSE,pleasant,vanilla,moderate
AMMIHAY,02/11/2021,FALSE,pleasant,oreo,moderate
AMMIHAY,02/11/2021,FALSE,pleasant,strawberry,moderate
AMMIHAY,02/11/2021,FALSE,pleasant,berries,moderate
AMMINADAV,02/11/2021,FALSE,pleasant,chocolate,moderate
AMMINADAV,02/11/2021,FALSE,pleasant,vanilla,moderate
AMMINADAV,02/11/2021,FALSE,pleasant,oreo,moderate
AMMINADAV,02/11/2021,FALSE,pleasant,strawberry,moderate
AMMINADAV,02/11/2021,FALSE,pleasant,berries,moderate
AMMIOZ,02/11/2021,FALSE,pleasant,chocolate,moderate
AMMIOZ,02/11/2021,FALSE,pleasant,vanilla,moderate
AMMIOZ,02/11/2021,FALSE,pleasant,oreo,moderate
AMMIOZ,02/11/2021,FALSE,pleasant,strawberry,moderate
AMMIOZ,02/11/2021,FALSE,pleasant,berries,moderate
AMMIQAM,02/11/2021,FALSE,pleasant,chocolate,moderate
AMMIQAM,02/11/2021,FALSE,pleasant,vanilla,moderate
AMMIQAM,02/11/2021,FALSE,pleasant,oreo,moderate
AMMIQAM,02/11/2021,FALSE,pleasant,strawberry,moderate
AMMIQAM,02/11/2021,FALSE,pleasant,berries,moderate
AMNUN,02/11/2021,FALSE,pleasant,chocolate,moderate
AMNUN,02/11/2021,FALSE,pleasant,vanilla,moderate
AMNUN,02/11/2021,FALSE,pleasant,oreo,moderate
AMNUN,02/11/2021,FALSE,pleasant,strawberry,moderate
AMNUN,02/11/2021,FALSE,pleasant,berries,moderate
AMQA,02/11/2021,FALSE,pleasant,chocolate,moderate
AMQA,02/11/2021,FALSE,pleasant,vanilla,moderate
AMQA,02/11/2021,FALSE,pleasant,oreo,moderate
AMQA,02/11/2021,FALSE,pleasant,strawberry,moderate
AMQA,02/11/2021,FALSE,pleasant,berries,moderate
AMUQQA,02/11/2021,FALSE,pleasant,chocolate,moderate
AMUQQA,02/11/2021,FALSE,pleasant,vanilla,moderate
AMUQQA,02/11/2021,FALSE,pleasant,oreo,moderate
AMUQQA,02/11/2021,FALSE,pleasant,strawberry,moderate
AMUQQA,02/11/2021,FALSE,pleasant,berries,moderate
ANIAM,02/11/2021,FALSE,pleasant,chocolate,moderate
ANIAM,02/11/2021,FALSE,pleasant,vanilla,moderate
ANIAM,02/11/2021,FALSE,pleasant,oreo,moderate
ANIAM,02/11/2021,FALSE,pleasant,strawberry,moderate
ANIAM,02/11/2021,FALSE,pleasant,berries,moderate
ARAB AL NAIM,02/11/2021,FALSE,pleasant,chocolate,moderate
ARAB AL NAIM,02/11/2021,FALSE,pleasant,vanilla,moderate
ARAB AL NAIM,02/11/2021,FALSE,pleasant,oreo,moderate
ARAB AL NAIM,02/11/2021,FALSE,pleasant,strawberry,moderate
ARAB AL NAIM,02/11/2021,FALSE,pleasant,berries,moderate
ARAD,02/11/2021,FALSE,pleasant,chocolate,moderate
ARAD,02/11/2021,FALSE,pleasant,vanilla,moderate
ARAD,02/11/2021,FALSE,pleasant,oreo,moderate
ARAD,02/11/2021,FALSE,pleasant,strawberry,moderate
ARAD,02/11/2021,FALSE,pleasant,berries,moderate
ARAMSHA,02/11/2021,FALSE,pleasant,chocolate,moderate
ARAMSHA,02/11/2021,FALSE,pleasant,vanilla,moderate
ARAMSHA,02/11/2021,FALSE,pleasant,oreo,moderate
ARAMSHA,02/11/2021,FALSE,pleasant,strawberry,moderate
ARAMSHA,02/11/2021,FALSE,pleasant,berries,moderate
ARARA,02/11/2021,FALSE,pleasant,chocolate,moderate
ARARA,02/11/2021,FALSE,pleasant,vanilla,moderate
ARARA,02/11/2021,FALSE,pleasant,oreo,moderate
ARARA,02/11/2021,FALSE,pleasant,strawberry,moderate
ARARA,02/11/2021,FALSE,pleasant,berries,moderate
ARARA-BANEGEV,02/11/2021,FALSE,pleasant,chocolate,moderate
ARARA-BANEGEV,02/11/2021,FALSE,pleasant,vanilla,moderate
ARARA-BANEGEV,02/11/2021,FALSE,pleasant,oreo,moderate
ARARA-BANEGEV,02/11/2021,FALSE,pleasant,strawberry,moderate
ARARA-BANEGEV,02/11/2021,FALSE,pleasant,berries,moderate
ARBEL,02/11/2021,FALSE,pleasant,chocolate,moderate
ARBEL,02/11/2021,FALSE,pleasant,vanilla,moderate
ARBEL,02/11/2021,FALSE,pleasant,oreo,moderate
ARBEL,02/11/2021,FALSE,pleasant,strawberry,moderate
ARBEL,02/11/2021,FALSE,pleasant,berries,moderate
ARGAMAN,02/11/2021,FALSE,pleasant,chocolate,moderate
ARGAMAN,02/11/2021,FALSE,pleasant,vanilla,moderate
ARGAMAN,02/11/2021,FALSE,pleasant,oreo,moderate
ARGAMAN,02/11/2021,FALSE,pleasant,strawberry,moderate
ARGAMAN,02/11/2021,FALSE,pleasant,berries,moderate
ARIEL,02/11/2021,FALSE,pleasant,chocolate,moderate
ARIEL,02/11/2021,FALSE,pleasant,vanilla,moderate
ARIEL,02/11/2021,FALSE,pleasant,oreo,moderate
ARIEL,02/11/2021,FALSE,pleasant,strawberry,moderate
ARIEL,02/11/2021,FALSE,pleasant,berries,moderate
ARRABE,02/11/2021,FALSE,pleasant,chocolate,moderate
ARRABE,02/11/2021,FALSE,pleasant,vanilla,moderate
ARRABE,02/11/2021,FALSE,pleasant,oreo,moderate
ARRABE,02/11/2021,FALSE,pleasant,strawberry,moderate
ARRABE,02/11/2021,FALSE,pleasant,berries,moderate
ARSUF,02/11/2021,FALSE,pleasant,chocolate,moderate
ARSUF,02/11/2021,FALSE,pleasant,vanilla,moderate
ARSUF,02/11/2021,FALSE,pleasant,oreo,moderate
ARSUF,02/11/2021,FALSE,pleasant,strawberry,moderate
ARSUF,02/11/2021,FALSE,pleasant,berries,moderate
